accuracy,dataset,mean,step
0.3333333432674408,ChestX_test,0.3333333432674408,0
0.2666666805744171,ChestX_test,0.30000001192092896,1
0.2266666740179062,ChestX_test,0.2755555808544159,2
0.30666667222976685,ChestX_test,0.28333336114883423,3
0.25333333015441895,ChestX_test,0.2773333489894867,4
0.4000000059604645,ChestX_test,0.29777780175209045,5
0.23999999463558197,ChestX_test,0.28952381014823914,6
0.30666667222976685,ChestX_test,0.2916666567325592,7
0.4533333480358124,ChestX_test,0.3096296191215515,8
0.23999999463558197,ChestX_test,0.30266666412353516,9
0.30666667222976685,ChestX_test,0.3030303120613098,10
0.30666667222976685,ChestX_test,0.3033333420753479,11
0.3466666638851166,ChestX_test,0.30666667222976685,12
0.3466666638851166,ChestX_test,0.3095237910747528,13
0.20000000298023224,ChestX_test,0.30222219228744507,14
0.2800000011920929,ChestX_test,0.3008333146572113,15
0.20000000298023224,ChestX_test,0.29490193724632263,16
0.2933333218097687,ChestX_test,0.294814795255661,17
0.25333333015441895,ChestX_test,0.2926315665245056,18
0.11999999731779099,ChestX_test,0.2839999794960022,19
0.3466666638851166,ChestX_test,0.2869841158390045,20
0.25333333015441895,ChestX_test,0.28545454144477844,21
0.2666666805744171,ChestX_test,0.2846376895904541,22
0.30666667222976685,ChestX_test,0.28555557131767273,23
0.2800000011920929,ChestX_test,0.2853333353996277,24
0.2666666805744171,ChestX_test,0.2846154272556305,25
0.25333333015441895,ChestX_test,0.28345680236816406,26
0.2800000011920929,ChestX_test,0.28333336114883423,27
0.3333333432674408,ChestX_test,0.2850574851036072,28
0.3333333432674408,ChestX_test,0.2866666913032532,29
0.18666666746139526,ChestX_test,0.28344085812568665,30
0.36000001430511475,ChestX_test,0.28583332896232605,31
0.3199999928474426,ChestX_test,0.286868691444397,32
0.2800000011920929,ChestX_test,0.2866666615009308,33
0.25333333015441895,ChestX_test,0.2857142686843872,34
0.2666666805744171,ChestX_test,0.28518515825271606,35
0.2800000011920929,ChestX_test,0.28504499793052673,36
0.2666666805744171,ChestX_test,0.2845613658428192,37
0.2800000011920929,ChestX_test,0.2844443917274475,38
0.25333333015441895,ChestX_test,0.28366661071777344,39
0.3733333349227905,ChestX_test,0.2858535945415497,40
0.25333333015441895,ChestX_test,0.28507930040359497,41
0.2933333218097687,ChestX_test,0.2852712571620941,42
0.30666667222976685,ChestX_test,0.28575751185417175,43
0.2933333218097687,ChestX_test,0.28592586517333984,44
0.30666667222976685,ChestX_test,0.2863767445087433,45
0.2800000011920929,ChestX_test,0.2862410247325897,46
0.2933333218097687,ChestX_test,0.2863888144493103,47
0.3466666638851166,ChestX_test,0.2876189351081848,48
0.2800000011920929,ChestX_test,0.28746655583381653,49
0.36000001430511475,ChestX_test,0.2888887822628021,50
0.2933333218097687,ChestX_test,0.28897425532341003,51
0.20000000298023224,ChestX_test,0.28729549050331116,52
0.30666667222976685,ChestX_test,0.28765422105789185,53
0.2266666740179062,ChestX_test,0.2865453362464905,54
0.18666666746139526,ChestX_test,0.28476178646087646,55
0.36000001430511475,ChestX_test,0.2860817611217499,56
0.2266666740179062,ChestX_test,0.2850573658943176,57
0.25333333015441895,ChestX_test,0.28451967239379883,58
0.4000000059604645,ChestX_test,0.28644436597824097,59
0.30666667222976685,ChestX_test,0.2867758572101593,60
0.30666667222976685,ChestX_test,0.28709667921066284,61
0.2266666740179062,ChestX_test,0.28613752126693726,62
0.25333333015441895,ChestX_test,0.2856249511241913,63
0.2666666805744171,ChestX_test,0.2853332757949829,64
0.3466666638851166,ChestX_test,0.286262571811676,65
0.2266666740179062,ChestX_test,0.28537309169769287,66
0.3199999928474426,ChestX_test,0.28588229417800903,67
0.2800000011920929,ChestX_test,0.2857970595359802,68
0.2133333384990692,ChestX_test,0.28476187586784363,69
0.2933333218097687,ChestX_test,0.2848825752735138,70
0.20000000298023224,ChestX_test,0.28370368480682373,71
0.30666667222976685,ChestX_test,0.28401824831962585,72
0.25333333015441895,ChestX_test,0.28360360860824585,73
0.3333333432674408,ChestX_test,0.2842666804790497,74
0.1599999964237213,ChestX_test,0.2826315760612488,75
0.2266666740179062,ChestX_test,0.28190475702285767,76
0.2800000011920929,ChestX_test,0.28188034892082214,77
0.30666667222976685,ChestX_test,0.2821941077709198,78
0.30666667222976685,ChestX_test,0.2825000286102295,79
0.30666667222976685,ChestX_test,0.2827983796596527,80
0.2800000011920929,ChestX_test,0.2827642560005188,81
0.30666667222976685,ChestX_test,0.2830522358417511,82
0.20000000298023224,ChestX_test,0.2820635437965393,83
0.1599999964237213,ChestX_test,0.2806275188922882,84
0.23999999463558197,ChestX_test,0.28015509247779846,85
0.20000000298023224,ChestX_test,0.27923378348350525,86
0.3333333432674408,ChestX_test,0.279848575592041,87
0.2666666805744171,ChestX_test,0.2797004282474518,88
0.4266666769981384,ChestX_test,0.28133338689804077,89
0.2800000011920929,ChestX_test,0.2813187539577484,90
0.25333333015441895,ChestX_test,0.2810145616531372,91
0.2933333218097687,ChestX_test,0.2811470329761505,92
0.20000000298023224,ChestX_test,0.28028374910354614,93
0.23999999463558197,ChestX_test,0.279859721660614,94
0.2933333218097687,ChestX_test,0.28000009059906006,95
0.2800000011920929,ChestX_test,0.28000006079673767,96
0.2266666740179062,ChestX_test,0.27945587038993835,97
0.3333333432674408,ChestX_test,0.28000009059906006,98
0.20000000298023224,ChestX_test,0.27920007705688477,99
0.2666666805744171,ChestX_test,0.2790760099887848,100
0.2266666740179062,ChestX_test,0.27856218814849854,101
0.20000000298023224,ChestX_test,0.27779945731163025,102
0.3733333349227905,ChestX_test,0.2787180542945862,103
0.2133333384990692,ChestX_test,0.2780953347682953,104
0.3466666638851166,ChestX_test,0.2787422239780426,105
0.2666666805744171,ChestX_test,0.2786293625831604,106
0.18666666746139526,ChestX_test,0.27777788043022156,107
0.30666667222976685,ChestX_test,0.27804288268089294,108
0.2933333218097687,ChestX_test,0.27818191051483154,109
0.30666667222976685,ChestX_test,0.278438538312912,110
0.1733333319425583,ChestX_test,0.27750012278556824,111
0.3199999928474426,ChestX_test,0.27787619829177856,112
0.36000001430511475,ChestX_test,0.2785966098308563,113
0.1733333319425583,ChestX_test,0.27768126130104065,114
0.2800000011920929,ChestX_test,0.2777012586593628,115
0.2933333218097687,ChestX_test,0.2778348922729492,116
0.3199999928474426,ChestX_test,0.2781921923160553,117
0.20000000298023224,ChestX_test,0.2775351405143738,118
0.3733333349227905,ChestX_test,0.278333455324173,119
0.2800000011920929,ChestX_test,0.2783471941947937,120
0.2666666805744171,ChestX_test,0.27825143933296204,121
0.1733333319425583,ChestX_test,0.2773984372615814,122
0.2933333218097687,ChestX_test,0.27752697467803955,123
0.14666666090488434,ChestX_test,0.276480108499527,124
0.2800000011920929,ChestX_test,0.27650803327560425,125
0.2933333218097687,ChestX_test,0.27664053440093994,126
0.2133333384990692,ChestX_test,0.27614593505859375,127
0.3733333349227905,ChestX_test,0.2768993079662323,128
0.2266666740179062,ChestX_test,0.27651292085647583,129
0.20000000298023224,ChestX_test,0.2759288549423218,130
0.3199999928474426,ChestX_test,0.27626273036003113,131
0.3333333432674408,ChestX_test,0.27669182419776917,132
0.20000000298023224,ChestX_test,0.2761194705963135,133
0.2933333218097687,ChestX_test,0.2762469947338104,134
0.23999999463558197,ChestX_test,0.27598050236701965,135
0.3466666638851166,ChestX_test,0.2764964699745178,136
0.2266666740179062,ChestX_test,0.2761353850364685,137
0.3199999928474426,ChestX_test,0.2764509618282318,138
0.4266666769981384,ChestX_test,0.2775239050388336,139
0.18666666746139526,ChestX_test,0.27687954902648926,140
0.30666667222976685,ChestX_test,0.27708932757377625,141
0.3199999928474426,ChestX_test,0.27738937735557556,142
0.14666666090488434,ChestX_test,0.27648159861564636,143
0.2666666805744171,ChestX_test,0.2764139175415039,144
0.3333333432674408,ChestX_test,0.27680376172065735,145
0.23999999463558197,ChestX_test,0.2765533924102783,146
0.3199999928474426,ChestX_test,0.2768469750881195,147
0.25333333015441895,ChestX_test,0.27668917179107666,148
0.3199999928474426,ChestX_test,0.27697789669036865,149
0.25333333015441895,ChestX_test,0.2768213152885437,150
0.36000001430511475,ChestX_test,0.27736854553222656,151
0.1599999964237213,ChestX_test,0.2766014337539673,152
0.25333333015441895,ChestX_test,0.27645033597946167,153
0.3466666638851166,ChestX_test,0.276903361082077,154
0.2800000011920929,ChestX_test,0.27692320942878723,155
0.3866666555404663,ChestX_test,0.27762219309806824,156
0.3866666555404663,ChestX_test,0.2783123552799225,157
0.3466666638851166,ChestX_test,0.278742253780365,158
0.30666667222976685,ChestX_test,0.2789168059825897,159
0.30666667222976685,ChestX_test,0.27908915281295776,160
0.3199999928474426,ChestX_test,0.2793416976928711,161
0.30666667222976685,ChestX_test,0.2795093357563019,162
0.3866666555404663,ChestX_test,0.2801627218723297,163
0.23999999463558197,ChestX_test,0.279919296503067,164
0.30666667222976685,ChestX_test,0.2800804376602173,165
0.2800000011920929,ChestX_test,0.2800799608230591,166
0.2666666805744171,ChestX_test,0.28000012040138245,167
0.3333333432674408,ChestX_test,0.28031569719314575,168
0.2133333384990692,ChestX_test,0.27992168068885803,169
0.3466666638851166,ChestX_test,0.2803120017051697,170
0.2266666740179062,ChestX_test,0.28000012040138245,171
0.2933333218097687,ChestX_test,0.280077189207077,172
0.3466666638851166,ChestX_test,0.2804599106311798,173
0.2800000011920929,ChestX_test,0.2804572582244873,174
0.25333333015441895,ChestX_test,0.28030315041542053,175
0.3866666555404663,ChestX_test,0.280904084444046,176
0.2800000011920929,ChestX_test,0.2808989882469177,177
0.3866666555404663,ChestX_test,0.28148984909057617,178
0.3333333432674408,ChestX_test,0.28177788853645325,179
0.30666667222976685,ChestX_test,0.2819153964519501,180
0.3199999928474426,ChestX_test,0.2821246385574341,181
0.2800000011920929,ChestX_test,0.2821130156517029,182
0.2933333218097687,ChestX_test,0.2821740210056305,183
0.3199999928474426,ChestX_test,0.2823784649372101,184
0.4399999976158142,ChestX_test,0.2832258939743042,185
0.30666667222976685,ChestX_test,0.28335124254226685,186
0.4000000059604645,ChestX_test,0.28397172689437866,187
0.30666667222976685,ChestX_test,0.2840918004512787,188
0.25333333015441895,ChestX_test,0.2839299440383911,189
0.23999999463558197,ChestX_test,0.2836999297142029,190
0.2266666740179062,ChestX_test,0.2834028899669647,191
0.2800000011920929,ChestX_test,0.2833852469921112,192
0.2933333218097687,ChestX_test,0.28343650698661804,193
0.36000001430511475,ChestX_test,0.2838291823863983,194
0.3866666555404663,ChestX_test,0.2843538224697113,195
0.25333333015441895,ChestX_test,0.2841963768005371,196
0.2933333218097687,ChestX_test,0.28424254059791565,197
0.2133333384990692,ChestX_test,0.283886194229126,198
0.3466666638851166,ChestX_test,0.28420010209083557,199
0.23999999463558197,ChestX_test,0.28398022055625916,200
0.3333333432674408,ChestX_test,0.2842245399951935,201
0.23999999463558197,ChestX_test,0.28400668501853943,202
0.3866666555404663,ChestX_test,0.28450992703437805,203
0.2933333218097687,ChestX_test,0.2845529615879059,204
0.2666666805744171,ChestX_test,0.2844661474227905,205
0.2133333384990692,ChestX_test,0.284122496843338,206
0.2133333384990692,ChestX_test,0.2837821841239929,207
0.23999999463558197,ChestX_test,0.2835726737976074,208
0.41333332657814026,ChestX_test,0.2841906249523163,209
0.2266666740179062,ChestX_test,0.28391799330711365,210
0.30666667222976685,ChestX_test,0.28402528166770935,211
0.3466666638851166,ChestX_test,0.28431937098503113,212
0.3733333349227905,ChestX_test,0.2847353219985962,213
0.20000000298023224,ChestX_test,0.2843412160873413,214
0.3333333432674408,ChestX_test,0.28456804156303406,215
0.2666666805744171,ChestX_test,0.28448551893234253,216
0.4399999976158142,ChestX_test,0.2851988673210144,217
0.25333333015441895,ChestX_test,0.2850533723831177,218
0.30666667222976685,ChestX_test,0.2851516306400299,219
0.30666667222976685,ChestX_test,0.2852489948272705,220
0.2933333218097687,ChestX_test,0.28528541326522827,221
0.18666666746139526,ChestX_test,0.28484320640563965,222
0.25333333015441895,ChestX_test,0.2847025394439697,223
0.2666666805744171,ChestX_test,0.2846223711967468,224
